toreorder,SubjectID,study,ageinmonths,ageinyears,gender,ChildRace_raw,ChildRace,placetested,ChildLang,childspeakers,MothersEdu,daycare/school,siblings,Network Size,NetworkRaceEntropy,RaceEIindex,RaceEIindex_detailedbiracial,LangEntropy_perlang,LangEntropy_percategory,LangEIIndex,NumKin,PropKin,NumAdults,PropAdult,NumChild (total - adult),PropChild,NumHighIntense,NumLowIntense,PropHighIntense,PropLowIntense,NumContexts,groupnodefordaycareteachers+kids,componentratio,Density,NeighorRaceDiv,zipcode,zipcode_og,city,county,suburban/urban,white_zipcode,black_zipcode,americanindian_zipcode,asian_zipcode,nativehawaiian_zipcode,hispanic_zipcode,some_other_race_zipcode,two_or_more_zipcode,NeighborLangDiv,percent_nonenglish,percent_englishonly,percent_spanish_speaking,percent_IndoEuropean_speaking,percent_AsianPacific_speaking,percent_otherlang_speaking,familycomp_raceentro,schoolcomp_raceentro,extra1comp_raceentro,extra2comp_raceentro,extra3comp_raceentro,extra4comp_raceentro,extra5comp_raceentro,median_income
266,covidsnq_13,covidsnq,13.48684211,1.12,Male,European or White-American,European or White-American,lab,"English, Lithuanian",multilingual,Post-Graduate,yes,only,16,0.337290067,-0.875,-0.875,1.121640762,1.121640762,-0.5,3,0.19,9,,,,NA,NA,NA,NA,4,,0.2,,0.965303694,60189,60189,"Wheaton, IL",DuPage County,suburban/rural,0.804,0.042,0,0.061,0.002,0.061,0.001,0.059,0.860645872,0.141,0.859,0.036,0.05,0.033,0.022,NA,NA,NA,NA,NA,NA,NA,102894
267,covidsnq_14,covidsnq,18.55263158,1.55,Female,European or White-American,European or White-American,lab,Speaks more than one language,multilingual,Post-Graduate,no,only,12,0.816689088,-0.666666667,-0.666666667,0.994030211,0.994030211,NA,6,0.5,11,0.916666667,1,0.083333333,NA,NA,NA,NA,4,,0.272727273,,1.306021788,60455,60455,"Bridgeview, IL",Cook County,suburban/rural,0.662,0.036,0,0.064,0,0.227,0,0.021,1.882507635,0.496,0.504,0.178,0.192,0.035,0.091,NA,NA,NA,NA,NA,NA,NA,55637
268,covidsnq_15,covidsnq,24.27631579,2.02,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,only,15,1.558938532,-0.333333333,-0.333333333,0.905587262,0.721928095,-0.6,5,0.33,9,0.60,6,,NA,NA,NA,NA,2,,0.071428571,,1.43360275,60712,60712,"Lincolnwood, IL",Cook County,suburban/rural,0.543,0.026,0.001,0.309,0,0.077,0,0.088,1.945569548,0.581,0.419,0.066,0.328,0.113,0.074,NA,NA,NA,NA,NA,NA,NA,95030
269,covidsnq_16,covidsnq,36.48026316,3.04,Female,Asian or Asian-American,Asian or Asian-American,lab,Speaks more than one language,multilingual,Post-Graduate,yes,sibling,8,1.811278124,0.25,0.25,1,1,NA,3,0.38,5,0.63,3,,NA,NA,NA,NA,2,,0.142857143,,1.776802833,60608,60608,"Chicago, IL",Cook County,urban,0.191,0.172,0.001,0.12,0,0.507,0.001,0.015,1.524042108,0.558,0.442,0.432,0.018,0.103,0.005,NA,NA,NA,NA,NA,NA,NA,50133
270,covidsnq_17,covidsnq,21.25,1.77,Female,Mixed/Biracial,Mixed/Biracial,lab,Speaks more than one language,multilingual,Post-Graduate,no,only,6,0.650022422,0.666666667,0.666666667,0,0,NA,6,1.00,6,1.00,0,,NA,NA,NA,NA,1,,0,,1.368925246,60641,60641,"Chicago, IL",Cook County,urban,0.366,0.019,0.001,0.045,0,0.54,0.005,0.047,1.646187306,0.62,0.38,0.465,0.106,0.032,0.017,NA,NA,NA,NA,NA,NA,NA,63545
271,covidsnq_18,covidsnq,29.375,2.45,Female,African or African-American,African or African-American,lab,English,monolingual,Bachelor,yes,sibling,9,0.503258335,-0.777777778,-0.777777778,0,0,-1,6,0.67,7,0.78,2,,NA,NA,NA,NA,2,,0.125,,0.447493869,60649,60649,"Chicago, IL",Cook County,urban,0.029,0.926,0.002,0.004,0,0.026,0.001,0.025,0.457078936,0.064,0.936,0.027,0.018,0.004,0.015,NA,NA,NA,NA,NA,NA,NA,31921
272,covidsnq_19,covidsnq,6.447368421,0.54,Female,Hispanic or Latino-American,Hispanic or Latino-American,lab,"English, Spanish",multilingual,Some college,yes,sibling,12,1.28067213,-0.166666667,-0.166666667,1.28067213,1.28067213,-1,6,0.50,8,0.67,4,,NA,NA,NA,NA,2,,0.090909091,,1.148419933,60629,60629,"Chicago, IL",Cook County,urban,0.082,0.195,0,0.004,0,0.71,0.001,0.015,1.096793931,0.67,0.33,0.644,0.021,0.002,0.003,NA,NA,NA,NA,NA,NA,NA,43506
273,covidsnq_20,covidsnq,29.27631579,2.44,Male,Mixed/Biracial,Mixed/Biracial,lab,"English, Mongolian",multilingual,Associates,no,sibling,18,1.992778107,0.529411765,0.529411765,1.971335285,1.44664796,-0.176470588,8,0.44,10,0.56,8,,NA,NA,NA,NA,1,,0,,1.397611839,60564,60564,"Naperville, IL",Will County,suburban/rural,0.621,0.063,0.002,0.252,0,0.039,0.002,0.042,1.248160839,0.27,0.73,0.02,0.124,0.115,0.011,NA,NA,NA,NA,NA,NA,NA,150318
274,covidsnq_21,covidsnq,6.710526316,0.56,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,5,0.721928095,-0.6,-0.6,0.721928095,0.721928095,-0.6,3,0.60,3,0.60,2,,NA,NA,NA,NA,2,,0.25,,1.823637701,60440,60440 (75077),"Bolingbrook, IL",Will County,suburban/rural,0.384,0.201,0.001,0.079,0,0.293,0.001,0.081,1.418929786,0.35,0.65,0.234,0.062,0.037,0.017,NA,NA,NA,NA,NA,NA,NA,78750
275,covidsnq_22,covidsnq,33.25657895,2.77,Female,European or White-American,European or White-American,lab,"English, Hebrew",multilingual,Post-Graduate,yes,sibling,26,0.235193382,-0.923076923,-0.923076923,2.38050086,1.186719845,0.043478261,14,0.54,15,0.58,11,,NA,NA,NA,NA,3,,0.08,,1.580581388,60615,60615,"Chicago, IL",Cook County,urban,0.264,0.547,0.004,0.08,0,0.062,0.003,0.08,1.009013249,0.179,0.821,0.061,0.039,0.063,0.016,NA,NA,NA,NA,NA,NA,NA,45077
276,covidsnq_23,covidsnq,36.84210526,3.07,Male,"African or African-American, European or White-American, Mixed/Biracial",Mixed/Biracial,lab,English,monolingual,Post-Graduate,yes,only,18,1.658979752,1,-0.5,2.2051099,1.251629167,0.058823529,3,0.17,10,0.56,8,,NA,NA,NA,NA,4,,0.176470588,,1.366131964,60610,60610,"Chicago, IL",Cook County,urban,0.687,0.145,0.003,0.081,0,0.067,0.001,0.032,0.88057716,0.151,0.849,0.044,0.06,0.039,0.008,NA,NA,NA,NA,NA,NA,NA,92130
277,covidsnq_24,covidsnq,29.53947368,2.46,Male,African or African-American,African or African-American,lab,English,monolingual,Some college,yes,sibling,12,0,-1,-1,0.650022422,0.650022422,-0.666666667,7,0.58,9,0.75,3,,NA,NA,NA,NA,3,,0.181818182,,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
278,covidsnq_26,covidsnq,23.22368421,1.94,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,only,19,1.739954647,0.157894737,0.157894737,1.210810026,0.981940787,-0.157894737,8,0.42,15,0.79,4,,NA,NA,NA,NA,3,,0.111111111,,1.692340291,60607,60607,"Chicago, IL",Cook County,urban,0.522,0.144,0,0.225,0,0.083,0.002,0.048,1.186682418,0.239,0.761,0.047,0.073,0.112,0.007,NA,NA,NA,NA,NA,NA,NA,102726
279,covidsnq_27,covidsnq,58.28947368,4.86,check,European or White-American,European or White-American,lab,Speaks more than one language,multilingual,Post-Graduate,yes,sibling,17,1.930124965,0.066666667,0.066666667,0.996791632,1.402081403,NA,7,0.41,11,0.65,6,,NA,NA,NA,NA,2,,0.0625,,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
280,covidsnq_28,covidsnq,16.80921053,1.40,check,European or White-American,European or White-American,lab,English,monolingual,Some college,no,sibling,18,0.309543429,-0.888888889,-0.888888889,0.309543429,0.309543429,-0.888888889,5,0.28,11,0.61,7,,NA,NA,NA,NA,3,,0.117647059,,0.694072514,60093,60093,"Winnetka, IL",Cook County,suburban/rural,0.865,0.003,0.002,0.052,0,0.058,0.001,0.037,0.810779677,0.139,0.861,0.048,0.054,0.035,0.002,NA,NA,NA,NA,NA,NA,NA,194750
281,covidsnq_29,covidsnq,40.39473684,3.37,Female,European or White-American,European or White-American,lab,English,monolingual,Bachelor,yes,sibling,13,0.816689088,-0.666666667,-0.666666667,0.995727452,0.995727452,-0.076923077,5,0.38,11,0.85,2,,NA,NA,NA,NA,3,,0.166666667,,0.674520011,60035,60035,"Highland Park, IL",Lake County,suburban/rural,0.871,0.014,0.001,0.024,0,0.073,0,0.034,0.798998186,0.138,0.862,0.062,0.056,0.011,0.009,NA,NA,NA,NA,NA,NA,NA,150226
282,covidsnq_30,covidsnq,38.38815789,3.20,Male,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,22,1.494918848,0.090909091,0.090909091,0.845350937,0.845350937,-0.454545455,9,0.41,13,0.59,9,,NA,NA,NA,NA,3,,0.095238095,,1.060053349,60656,60656,"Chicago, IL",Cook County,urban,0.763,0.012,0,0.073,0,0.123,0.005,0.047,1.782019357,0.472,0.528,0.081,0.269,0.062,0.06,NA,NA,NA,NA,NA,NA,NA,64440
283,covidsnq_31,covidsnq,21.28289474,1.77,Male,African or African-American,African or African-American,lab,English,monolingual,Some college,yes,only,7,0,-1,-1,0,0,-1,3,0.43,4,0.57,3,,NA,NA,NA,NA,3,,0.333333333,,1.109715958,60637,60637,"Chicago, IL",Cook County,urban,0.145,0.758,0.004,0.045,0,0.028,0.003,0.035,0.671902084,0.102,0.898,0.026,0.03,0.033,0.013,NA,NA,NA,NA,NA,NA,NA,28965
284,covidsnq_32,covidsnq,29.14473684,2.43,Male,African or African-American,African or African-American,lab,"English, French, Spanish",multilingual,Post-Graduate,no,sibling,8,1.548794941,0.75,0.75,1.548794941,1.298794941,NA,3,0.38,3,0.38,5,,NA,NA,NA,NA,2,,0.142857143,,1.286589458,60148,60148,"Lombard, IL",DuPage County,suburban/rural,0.704,0.05,0.001,0.123,0,0.1,0,0.044,1.149641861,0.233,0.767,0.069,0.124,0.031,0.009,NA,NA,NA,NA,NA,NA,NA,83008
285,covidsnq_33,covidsnq,36.71052632,3.06,Male,Mixed/Biracial,Mixed/Biracial,lab,Speaks more than one language,multilingual,Post-Graduate,yes,sibling,15,2.155913095,0.733333333,0.733333333,1.640223929,1.773557262,NA,5,0.33,10,0.67,5,,NA,NA,NA,NA,5,,0.285714286,,0.558609433,60653,60653,"Chicago, IL",Cook County,urban,0.043,0.903,0.002,0.013,0,0.022,0.001,0.033,0.463608506,0.064,0.936,0.026,0.014,0.008,0.016,NA,NA,NA,NA,NA,NA,NA,31093
286,covidsnq_34,covidsnq,30.19736842,2.52,Male,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,18,0.964078765,-0.222222222,-0.222222222,0.309543429,0.309543429,-0.888888889,6,0.33,10,0.56,8,,NA,NA,NA,NA,4,,0.176470588,,1.781226254,60504,60504,"Aurora, IL",DuPage County,suburban/rural,0.496,0.143,0.001,0.148,0,0.185,0.001,0.053,1.451014215,0.32,0.68,0.153,0.075,0.076,0.016,NA,NA,NA,NA,NA,NA,NA,84598
287,covidsnq_35,covidsnq,55.69078947,4.64,Female,European or White-American,European or White-American,lab,English,monolingual,Associates,yes,sibling,27,0.503258335,-0.777777778,-0.777777778,0.503258335,0.503258335,-0.777777778,8,0.30,16,0.59,11,,NA,NA,NA,NA,5,,0.153846154,,0.624232612,60450,60450,"Morris, IL",Grundy County,suburban/rural,0.877,0.011,0,0.006,0,0.083,0.006,0.033,0.517620617,0.086,0.914,0.061,0.021,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,75470
288,covidsnq_36,covidsnq,30.06578947,2.51,Female,Hispanic or Latino-American,Hispanic or Latino-American,lab,"English, Spanish",multilingual,High School Degree or GED,no,only,11,1.277613437,-0.454545455,-0.454545455,1.240670532,0.845350937,-0.818181818,11,1.00,9,0.82,2,,NA,NA,NA,NA,1,,0,,1.085086964,60623,60623,"Chicago, IL",Cook County,urban,0.029,0.304,0.001,0.001,0,0.661,0,0.008,1.003562028,0.61,0.39,0.606,0.002,0,0.002,NA,NA,NA,NA,NA,NA,NA,32460
289,covidsnq_37,covidsnq,51.25,4.27,Female,European or White-American,European or White-American,lab,"English, German, Japanese",multilingual,Some college,yes,sibling,16,0.868392729,-0.625,-0.625,1.311278124,1.014097656,-0.625,6,0.38,7,0.44,9,,NA,NA,NA,NA,4,,0.2,,1.168847825,60172,60172,"Roselle, IL",DuPage County,suburban/rural,0.751,0.041,0.001,0.082,0.002,0.102,0.001,0.041,1.239666371,0.263,0.737,0.069,0.147,0.037,0.01,NA,NA,NA,NA,NA,NA,NA,90947
290,covidsnq_38,covidsnq,21.05263158,1.75,Female,"Asian or Asian-American, European or White-American",Mixed/Biracial,lab,"English, Korean",multilingual,Post-Graduate,no,only,15,0.946372936,0.714285714,-0.933333333,0.734529921,1.038920595,-0.857142857,4,0.27,9,0.60,6,,NA,NA,NA,NA,4,,0.214285714,,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,NA,NA,NA,NA,NA,NA,NA,78704
291,covidsnq_39,covidsnq,37.33552632,3.11,Male,European or White-American,European or White-American,lab,English,monolingual,Bachelor,no,sibling,16,1.530639062,0,0,0.811278124,0.811278124,-0.5,6,0.38,12,0.75,4,,NA,NA,NA,NA,2,,0.066666667,,1.344682344,60402,60402,"Berwyn, IL",Cook County,suburban/rural,0.276,0.056,0.001,0.033,0,0.621,0,0.026,1.350379596,0.577,0.423,0.513,0.035,0.026,0.003,NA,NA,NA,NA,NA,NA,NA,63087
292,covidsnq_40,covidsnq,8.947368421,0.75,Male,"Asian or Asian-American, European or White-American, Mixed/Biracial",Mixed/Biracial,lab,"English, Japanese",multilingual,Post-Graduate,yes,sibling,14,1.877387064,0.571428571,-0.714285714,2.155968102,1.610577243,-0.285714286,7,0.50,10,0.71,4,,NA,NA,NA,NA,2,,0.076923077,,1.438420438,60647,60647,"Chicago, IL",Cook County,urban,0.443,0.054,0.001,0.03,0,0.448,0.001,0.045,1.199690563,0.375,0.625,0.333,0.026,0.01,0.006,NA,NA,NA,NA,NA,NA,NA,78413
293,covidsnq_41,covidsnq,46.875,3.91,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,only,12,1.418295834,-0.333333333,-0.333333333,0.41381685,0.41381685,-0.833333333,5,0.42,8,0.67,4,,NA,NA,NA,NA,3,,0.181818182,,1.586829898,60605,60605,"Chicago, IL",Cook County,urban,0.573,0.165,0.001,0.161,0,0.058,0.003,0.076,1.165396762,0.224,0.776,0.04,0.086,0.082,0.016,NA,NA,NA,NA,NA,NA,NA,111438
294,covidsnq_42,covidsnq,30.625,2.55,Male,European or White-American,European or White-American,lab,English,monolingual,Some college,no,only,9,1.530493057,0.333333333,0.333333333,1.435520504,1.435520504,-0.111111111,2,0.22,3,0.33,6,,NA,NA,NA,NA,2,,0.125,,1.300536806,60651,60651,"Chicago, IL",Cook County,urban,0.041,0.512,0.001,0.005,0,0.425,0.006,0.019,1.057879121,0.381,0.619,0.368,0.008,0.003,0.002,NA,NA,NA,NA,NA,NA,NA,38955
295,covidsnq_43,covidsnq,11.28289474,0.94,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,10,0.468995594,-0.8,-0.8,0,0,-1,7,0.70,8,0.80,2,,NA,NA,NA,NA,2,,0.111111111,,1.433652399,60618,60618,"Chicago, IL",Cook County,urban,0.483,0.021,0,0.061,0.001,0.404,0.003,0.054,1.48636035,0.452,0.548,0.345,0.061,0.038,0.008,NA,NA,NA,NA,NA,NA,NA,78704
296,covidsnq_44,covidsnq,30.19736842,2.52,Male,European or White-American,European or White-American,lab,English,monolingual,Bachelor,no,only,12,1.28067213,-0.166666667,-0.166666667,0.41381685,0.41381685,-0.833333333,7,0.58,9,0.75,3,,NA,NA,NA,NA,3,,0.181818182,,1.6580147,60625,60625,"Chicago, IL",Cook County,urban,0.455,0.047,0,0.129,0,0.328,0.003,0.075,1.846142145,0.511,0.489,0.282,0.095,0.096,0.038,NA,NA,NA,NA,NA,NA,NA,68770
297,covidsnq_45,covidsnq,6.875,0.57,Male,European or White-American,European or White-American,lab,"English, Spanish",multilingual,Bachelor,no,sibling,3,0,-1,-1,0.918295834,0.918295834,-1,3,1.00,2,0.67,1,,NA,NA,NA,NA,1,,0,,1.144595289,60646,60646,"Chicago, IL",Cook County,urban,0.726,0.011,0,0.103,0,0.142,0,0.036,1.461519007,0.318,0.682,0.102,0.135,0.061,0.02,NA,NA,NA,NA,NA,NA,NA,95593
298,covidsnq_46,covidsnq,9.802631579,0.82,Male,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,sibling,12,0.439496987,-0.818181818,-0.818181818,0.439496987,0.816689088,-0.818181818,9,0.75,6,0.50,6,,NA,NA,NA,NA,2,,0.090909091,,0.948904047,60305,60305,"River Forest, IL",Cook County,suburban/rural,0.819,0.057,0,0.044,0,0.059,0.005,0.032,0.766636227,0.129,0.871,0.043,0.063,0.015,0.008,NA,NA,NA,NA,NA,NA,NA,129928
299,covidsnq_47,covidsnq,29.60526316,2.47,Female,European or White-American,European or White-American,lab,"English, Spanish",multilingual,Bachelor,no,sibling,19,0.913282964,-0.578947368,-0.578947368,1.058277043,0.74248757,-0.789473684,8,0.42,14,0.74,5,,NA,NA,NA,NA,4,,0.166666667,,1.110633192,60452,60452,"Oak Forest, IL",Cook County,suburban/rural,0.758,0.05,0,0.041,0,0.144,0,0.014,0.84012064,0.142,0.858,0.065,0.04,0.026,0.011,NA,NA,NA,NA,NA,NA,NA,77054
300,covidsnq_48,covidsnq,47.63157895,3.97,Male,African or African-American,African or African-American,lab,English,monolingual,Bachelor,yes,sibling,21,1.267770216,-0.238095238,-0.238095238,1.115520094,0.918295834,-0.333333333,10,0.48,13,0.62,8,,NA,NA,NA,NA,3,,0.1,,1.505057979,60612,60612,"Chicago, IL",Cook County,urban,0.214,0.599,0,0.046,0,0.123,0.001,0.034,0.930533538,0.171,0.829,0.095,0.045,0.022,0.009,NA,NA,NA,NA,NA,NA,NA,43545
301,covidsnq_49,covidsnq,25.26315789,2.11,Male,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,17,0,-1,-1,0.337290067,0.337290067,-0.875,9,0.53,12,0.71,5,,NA,NA,NA,NA,2,,0.0625,,0.885492258,60655,60655,"Chicago, IL",Cook County,urban,0.826,0.066,0,0.015,0,0.083,0.001,0.018,0.439819785,0.064,0.936,0.03,0.025,0.008,0.001,NA,NA,NA,NA,NA,NA,NA,102813
302,covidsnq_5,covidsnq,20.95394737,1.75,Male,Hispanic or Latino-American,Hispanic or Latino-American,lab,NA,NA,Post-Graduate,no,only,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1,,0,,0.824293523,60632,60632,"Chicago, IL",Cook County,urban,0.088,0.011,0,0.056,0,0.84,0,0.009,1.127754026,0.848,0.152,0.76,0.029,0.054,0.005,NA,NA,NA,NA,NA,NA,NA,44924
303,covidsnq_50,covidsnq,28.84868421,2.40,Male,Hispanic or Latino-American,Hispanic or Latino-American,lab,"English, Spanish",multilingual,Some college,yes,sibling,8,0,-1,-1,0.811278124,0.811278124,-1,3,0.38,5,0.63,3,,NA,NA,NA,NA,2,,0.142857143,,1.085086964,60623,"60623, 46324","Chicago, IL",Cook County,urban,0.029,0.304,0.001,0.001,0,0.661,0,0.008,1.003562028,0.61,0.39,0.606,0.002,0,0.002,NA,NA,NA,NA,NA,NA,NA,32460
304,covidsnq_51,covidsnq,29.40789474,2.45,Male,European or White-American,European or White-American,lab,English,monolingual,Bachelor,no,only,15,1.052981575,-0.466666667,-0.466666667,0.353359335,0.353359335,-0.866666667,6,0.40,12,0.80,3,,NA,NA,NA,NA,4,,0.214285714,,1.366131964,60610,60610,"Chicago, IL",Cook County,urban,0.687,0.145,0.003,0.081,0,0.067,0.001,0.032,0.88057716,0.151,0.849,0.044,0.06,0.039,0.008,NA,NA,NA,NA,NA,NA,NA,92130
305,covidsnq_52,covidsnq,27.00657895,2.25,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,yes,only,9,1.351644115,-0.111111111,-0.111111111,1.351644115,0.99107606,-0.111111111,4,0.44,8,0.89,1,,NA,NA,NA,NA,4,,0.375,,0.948904047,60305,60305,"River Forest, IL",Cook County,suburban/rural,0.819,0.057,0,0.044,0,0.059,0.005,0.032,0.766636227,0.129,0.871,0.043,0.063,0.015,0.008,NA,NA,NA,NA,NA,NA,NA,129928
306,covidsnq_53,covidsnq,59.11184211,4.93,Female,European or White-American,European or White-American,lab,"English, Hebrew",multilingual,Post-Graduate,yes,sibling,22,0.266764988,-0.909090909,-0.909090909,1.980825936,0.976020648,-0.545454545,10,0.45,13,0.59,9,,NA,NA,NA,NA,5,,0.19047619,,1.863949986,60645,"60645, 60712","Chicago, IL",Cook County,urban,0.45,0.17,0.002,0.163,0,0.17,0.004,0.081,1.933609365,0.515,0.485,0.153,0.201,0.036,0.125,NA,NA,NA,NA,NA,NA,NA,57572
307,covidsnq_54,covidsnq,44.27631579,3.69,Female,NA,NA,lab,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,5,,0.333333333,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,covidsnq_55,covidsnq,32.79605263,2.73,Female,African or African-American,African or African-American,lab,English,monolingual,Bachelor,yes,sibling,13,0.619382195,-0.692307692,-0.692307692,0,0,-1,3,0.23,6,0.46,7,,NA,NA,NA,NA,3,,0.166666667,,0.558609433,60653,60653,"Chicago, IL",Cook County,urban,0.043,0.903,0.002,0.013,0,0.022,0.001,0.033,0.463608506,0.064,0.936,0.026,0.014,0.008,0.016,NA,NA,NA,NA,NA,NA,NA,31093
309,covidsnq_8,covidsnq,45.16447368,3.76,Male,European or White-American,European or White-American,lab,English,monolingual,Bachelor,yes,sibling,16,0.543564443,-0.75,-0.75,0,0,-1,3,0.19,9,0.56,7,,NA,NA,NA,NA,5,,0.266666667,,1.416271361,60302,60302,"Oak Park, IL",Cook County,suburban/rural,0.629,0.194,0,0.049,0,0.08,0.004,0.087,0.762446036,0.124,0.876,0.054,0.039,0.019,0.012,NA,NA,NA,NA,NA,NA,NA,89533
310,covidsnq_9,covidsnq,28.25657895,2.35,Female,European or White-American,European or White-American,lab,English,monolingual,Post-Graduate,no,sibling,22,1.16608706,-0.294117647,-0.294117647,0.787126586,0.787126586,-0.529411765,5,0.23,11,0.50,11,,NA,NA,NA,NA,7,,0.285714286,,0.694072514,60093,60093,"Winnetka, IL",Cook County,suburban/rural,0.865,0.003,0.002,0.052,0,0.058,0.001,0.037,0.810779677,0.139,0.861,0.048,0.054,0.035,0.002,NA,NA,NA,NA,NA,NA,NA,194750
